fruit,category,image,relative_path,processed_path,mask_path,colour_space,feature_version,L_mean,a_mean,b_mean,L_std,a_std,b_std,L_hist_1,L_hist_2,L_hist_3,L_hist_4,L_hist_5,L_hist_6,L_hist_7,L_hist_8,L_hist_9,L_hist_10,L_hist_11,L_hist_12,L_hist_13,L_hist_14,L_hist_15,L_hist_16,a_hist_1,a_hist_2,a_hist_3,a_hist_4,a_hist_5,a_hist_6,a_hist_7,a_hist_8,a_hist_9,a_hist_10,a_hist_11,a_hist_12,a_hist_13,a_hist_14,a_hist_15,a_hist_16,b_hist_1,b_hist_2,b_hist_3,b_hist_4,b_hist_5,b_hist_6,b_hist_7,b_hist_8,b_hist_9,b_hist_10,b_hist_11,b_hist_12,b_hist_13,b_hist_14,b_hist_15,b_hist_16,glcm_contrast_mean,glcm_contrast_dir_std,glcm_dissimilarity_mean,glcm_dissimilarity_dir_std,glcm_homogeneity_mean,glcm_homogeneity_dir_std,glcm_energy_mean,glcm_energy_dir_std,glcm_correlation_mean,glcm_correlation_dir_std,glcm_asm_mean,glcm_asm_dir_std,glcm_entropy_mean,glcm_entropy_dir_std,glcm_variance_mean,glcm_variance_dir_std,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,lbp_entropy,lbp_energy,lbp_dominant,lbp_bin_variance
Apple,Overripe,Apple_Overripe_001.jpg,Apple/Overripe/Apple_Overripe_001.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_001.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_001_mask.png,Lab,Enhanced,95.4525515400555,130.89317072314122,150.61699680398974,55.73147574444327,8.647436111524646,16.342961357216883,0.1061970990060758,0.0538931619428932,0.0800846415902784,0.0756857373652231,0.0860727706950443,0.0947388754258419,0.101648930565799,0.0828065184560811,0.072120956695817,0.0653426052751729,0.0980753696484387,0.0773276437326589,0.0057598426579566,0.0002458469427176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013345976890387,0.3493221648579352,0.5509868998700518,0.0983563375829732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11176377620904,0.2227197696062934,0.2966845783724929,0.3422891862466193,0.0265426895655533,0.0,0.0,0.0,0.0,0.4541637091436561,0.10939529936050393,0.3189681355738506,0.05469049076792056,0.8527415138598324,0.022533245448678886,0.16645770866913323,0.006055010142794865,0.9946261973273383,0.001297395380524388,0.027744831923207383,0.002030206951936153,5.716317657459502,0.13779614384205416,42.26357994871965,0.029624498160642648,0.005803743897727672,0.016822955080251466,0.012415270607241949,0.11912162399466161,0.3150967583324553,0.2551276648052541,0.06655427949285288,0.048993783584448426,0.1305447265830787,0.029519193622027887,2.621137770936191,0.20378005934832114,0.3150967583324553,3.2271607599993164
Apple,Overripe,Apple_Overripe_002.jpg,Apple/Overripe/Apple_Overripe_002.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_002.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_002_mask.png,Lab,Enhanced,152.1789251176501,172.82516031442313,149.98208098464085,26.92270843027589,20.465730495849375,13.62601674253111,0.0,0.0,0.0,0.0,0.0006787505817862,0.0305631690541448,0.0544357966592542,0.0715403113202668,0.2089000362000309,0.2559730051197185,0.1639344262295081,0.1318521487304131,0.0804351760872937,0.0016871800175828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573964420540931,0.0212804468118115,0.1880526969023115,0.2380927755080931,0.2918627501680714,0.1946139525262449,0.0087009360293737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471763975797693,0.2658569064487768,0.41678517867301,0.2498642498836426,0.0203172674148006,0.0,0.0,0.0,0.0,0.22609345129475472,0.0433729375838847,0.20527039414945264,0.03479097306553345,0.8993382516576713,0.016580951942728933,0.21386543513079456,0.007128500292977024,0.9929149546344285,0.0013577660300246688,0.04578923986011106,0.0030487301132256276,4.924567790106693,0.11103471817628831,15.955006974390761,0.005872108505802152,0.0036458602678802296,0.016076692351450587,0.007362827739566634,0.11841288721104617,0.281416455499819,0.29021435589801936,0.07895485338987433,0.058896157625277966,0.1187167089000362,0.02630320111702953,2.607603385796846,0.20225531083731538,0.29021435589801936,2.972306028866866
Apple,Overripe,Apple_Overripe_003.jpg,Apple/Overripe/Apple_Overripe_003.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_003.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_003_mask.png,Lab,Enhanced,194.79728683670703,149.0750570886713,172.6127936679955,51.17954147323325,25.51143713632638,32.127976824009394,0.0,0.0,0.0007063513565816,0.0056121066687308,0.0085729767387854,0.0223419901691372,0.0321728528853968,0.0542535898130587,0.0591786972171691,0.082497968030344,0.0753183419127607,0.0988117815535858,0.1198571815613266,0.0847911909277392,0.0604269071486627,0.2954580640167199,0.0,0.0,0.0,0.0,0.0,0.0,0.0157042226264659,0.2067674265588108,0.3100592174014008,0.1335778147617756,0.108313658706506,0.1337616596354064,0.0918160003096333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308762627240004,0.2938421643379646,0.0410748151875217,0.0623814684367379,0.1451793938924796,0.3120911870573206,0.114554708363974,0.0,0.0,0.755452285602581,0.25833485849662646,0.30587440616817396,0.07466213269108389,0.8755955214083698,0.026094049600266584,0.26920053594583637,0.005776366035864638,0.9928184589304339,0.0024594594037526314,0.07250229495810583,0.00313806190450739,5.300753013914995,0.18015388352254916,52.61100277128376,0.04163027660161131,0.005563726438828037,0.01970042961644154,0.010304988969307581,0.10878778495955413,0.26244339513101367,0.2532414754034911,0.06694856213956729,0.0601559778612068,0.1752235166621512,0.037630142818438676,2.7011904321334916,0.18558797753043338,0.26244339513101367,3.670840369229765
Apple,Overripe,Apple_Overripe_004.jpg,Apple/Overripe/Apple_Overripe_004.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_004.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_004_mask.png,Lab,Enhanced,195.58143374721664,142.4480224176322,165.79657130995963,54.19226740839522,19.68874700552218,27.05404896505914,0.0,0.0,0.0,0.0001415254557119,0.0028493791750009,0.0287296675095293,0.0812544816394308,0.0642431218628523,0.0505717628410763,0.0465335698380948,0.0509302939955466,0.0810940861229572,0.0953692870891043,0.098180926142582,0.0880665735743668,0.3120353247537454,0.0,0.0,0.0,0.0,0.0,0.0,0.003170170207948,0.227912593878552,0.3974695248518696,0.1338642110427594,0.1244103106012,0.1131731894176698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356738498697965,0.2866833981205416,0.0401460542702947,0.1842284032154581,0.192587840132845,0.2606804543910629,0.0,0.0,0.0,0.7867717305980713,0.2975896415340271,0.3390180522792905,0.07712763706353784,0.8622212315126135,0.025196061199287075,0.28619141647576907,0.004921371394212737,0.9927490403878276,0.0027447317384564256,0.08192974676080687,0.0028286403537214158,5.2660772687690365,0.16621347182541535,54.26011412716238,0.021374514736405496,0.006717741631128052,0.01918141676416198,0.01253915537608031,0.11179567498207345,0.27102124768841757,0.24186700381175227,0.06609238781748877,0.05609125561384307,0.1771238253387176,0.03757029097633694,2.708594664469653,0.1853195313458287,0.27102124768841757,3.7443436367948126
Apple,Overripe,Apple_Overripe_005.jpg,Apple/Overripe/Apple_Overripe_005.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_005.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_005_mask.png,Lab,Enhanced,189.51318405161095,145.17641873898202,168.5305408649338,56.455871855855,20.838389212366,28.47711959495974,0.0,0.0,0.0,0.0007782903867071,0.0064701249015415,0.0569652301113986,0.0835490041633846,0.0553805183601514,0.0513765425152844,0.0479164322418513,0.0663328457297175,0.0920070514984433,0.0989460260305313,0.0942481527324555,0.053973969468512,0.29205581186002,0.0,0.0,0.0,0.0,0.0,0.0,2.813097783278944e-05,0.201464686245827,0.3840722403510742,0.1491973294325042,0.0960110273433103,0.1692265856494503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294531337909305,0.2857169648550314,0.0387082254979182,0.142680319567908,0.1859082555042945,0.3166797944563216,0.0008533063275946,0.0,0.0,0.8299359876510981,0.3050924618326549,0.3415178157077095,0.08005499457612227,0.8616085699194045,0.026298373871917722,0.27830441315385335,0.004967971727463005,0.9932045794637357,0.002500823105939139,0.07747802712399555,0.0027718922082969433,5.340383721790568,0.1715041730247069,61.07939276043508,0.03933739088199548,0.006441993923708788,0.019897978320393084,0.012040058512433892,0.11333970968830877,0.2748959153820187,0.2360657889801583,0.06320093019766701,0.05327069502269232,0.1833108285510671,0.03753610142155208,2.6995223339090044,0.1865670459487663,0.2748959153820187,3.7941498683019486
Apple,Overripe,Apple_Overripe_006.jpg,Apple/Overripe/Apple_Overripe_006.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_006.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_006_mask.png,Lab,Enhanced,121.87870153387304,164.53371325095867,182.7660577332765,36.46856245079595,19.44551270593606,12.269929807956698,0.0,0.0007456327226246,0.0079489774179803,0.015059118023008,0.1215780783979546,0.1624680443118873,0.1117250745632721,0.1213250958670641,0.1327093097571366,0.1362643800596504,0.1202998508734553,0.0613682360460161,0.008082126118449,0.0004260758414997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331540264167021,0.1558771836386874,0.1986578610992754,0.2050756284618659,0.3888208351086488,0.0184144652748188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039811461440136,0.0417154878568384,0.2121191947166592,0.4648487430762669,0.2773354282062203,0.0,0.0,0.0,0.4982950629714443,0.1459990263749687,0.2790493124329944,0.06052260082085307,0.876770208508457,0.023983956727246507,0.21607685616903918,0.007293611994450739,0.9909452808482793,0.0026704748119331595,0.04674240454782125,0.0031793076814271505,5.179013155491095,0.15662205686865943,27.536580860041074,0.07112082970821487,0.005312633148700468,0.01951959948870899,0.010758414997869621,0.11852897315722198,0.27596399659139326,0.2526230293992331,0.07064870046868342,0.05929111631870473,0.15300117170856412,0.03435236472092033,2.6932785437938094,0.18764474106202897,0.27596399659139326,3.50808070215919
Apple,Overripe,Apple_Overripe_007.jpg,Apple/Overripe/Apple_Overripe_007.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_007.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_007_mask.png,Lab,Enhanced,48.36812097174021,149.310361923649,145.67134048091225,30.565017687483152,8.39064180050122,9.37265186725002,0.1264873574615764,0.2095934556271687,0.187840852751611,0.2063243678730785,0.1463497768963805,0.0601295240456122,0.0228836142786315,0.0162214923153197,0.0112791274169558,0.0071734010907287,0.0029902082300446,0.0022310361923648,0.0004957858205255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026958353991075,0.2818852255825479,0.6546541893901824,0.0607647496281605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056395637084779,0.4562623946455124,0.4381971988101133,0.0999008428358947,0.0,0.0,0.0,0.0,0.0,0.3393968880169002,0.08826205548065176,0.2372702096445795,0.04374584510384395,0.8907560194696633,0.017829451882734493,0.2712785753585218,0.006952476777614903,0.9862019633439494,0.0036119421674477067,0.07364040238189243,0.0037954959991369215,4.5469635652216525,0.12173794605930734,12.305449065191675,0.028451984190023576,0.0061043629152206244,0.019382126921170053,0.011697446703024294,0.11849281110560238,0.22203458106098165,0.2541057263262271,0.076165096678235,0.07379462072384729,0.1853929102627665,0.032830317302925134,2.752161328903682,0.17515451088206246,0.2541057263262271,3.7336332598529136
Apple,Overripe,Apple_Overripe_008.jpg,Apple/Overripe/Apple_Overripe_008.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_008.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_008_mask.png,Lab,Enhanced,110.41237378940862,132.32120337935297,164.45759324129403,41.59756316011946,7.418289117395909,22.079179221556185,0.0312590150422418,0.0290335874716669,0.0505975685143209,0.0529054193282505,0.0475582114156191,0.0675252421182772,0.1293323717288274,0.1888522563362866,0.2235318359777454,0.1115495569750668,0.0376880280239027,0.0206985369874304,0.0063362868328868,0.0019884607459303,0.0011436225015454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944673397898204,0.6303626622707597,0.0751699979394188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598392746754584,0.1912528332989901,0.1119410673810013,0.1699773336080773,0.4518339171646399,0.0151555738718318,0.0,0.0,0.0,0.5501408792915081,0.1465397073231894,0.3137095418949219,0.05514500957730987,0.860370254027695,0.021848726708650915,0.2088506618256432,0.008142723878615941,0.9872801194057229,0.0034300036173954213,0.04368490289717256,0.0034005770249714053,5.357463838899394,0.1359272801631782,21.649080574546907,0.09074811994268078,0.006841129198433958,0.02091489800123635,0.013641046775190603,0.12174943334020194,0.30224603338141354,0.2731609313826499,0.08551411498042448,0.05579023284566248,0.08160931382649907,0.038532866268287655,2.6651541647318187,0.2000328716394706,0.30224603338141354,3.065596760183136
Apple,Overripe,Apple_Overripe_009.jpg,Apple/Overripe/Apple_Overripe_009.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_009.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_009_mask.png,Lab,Enhanced,28.369964132453724,141.1387825850253,137.83949673349133,36.09587505832525,9.537335060157115,13.222363351985637,0.5216766476654069,0.2099572471658232,0.0885520079420995,0.0301511560878754,0.0198792672772689,0.0257557804393774,0.0376128866969832,0.0398946390828155,0.0258438480753218,0.0004963812207775,0.0001561199000832,2.4018446166655985e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064129251264971,0.620172292320502,0.3645439697687823,0.0088708127842182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002601998334721,0.08978095177096,0.7055018254019084,0.0888082047012105,0.1106329661179785,0.0050158521744699,0.0,0.0,0.0,0.0,0.16636581950612922,0.03353493202947979,0.11992710520310715,0.017381532013192685,0.9441571836148683,0.00741983177139681,0.3941374188543358,0.003499530065420434,0.9946973869241458,0.001080167748754791,0.15535655165183687,0.00275886941297664,3.634592504693713,0.057660534324416965,15.694244754596362,0.03496947274677943,0.0014411067699993596,0.008882822007301608,0.0011288669698328315,0.09442051495548581,0.15331774803048742,0.24063280599500417,0.03632389675270608,0.07223947992057901,0.37968359700249793,0.01192916159610581,2.370264401446166,0.24124787514643825,0.37968359700249793,3.693608037350703
Apple,Overripe,Apple_Overripe_010.jpg,Apple/Overripe/Apple_Overripe_010.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_010.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_010_mask.png,Lab,Enhanced,112.69468037550293,159.30877751189882,136.04466985721425,36.93284443237455,14.96358195341084,12.838314387534885,0.0,0.0062518078308659,0.041080491204081,0.0547016750374713,0.0845933366641247,0.1338057797996265,0.1910712877014908,0.1400970312130215,0.1093507586315705,0.115293591732625,0.0946711720003155,0.0208788030187488,0.0081976912356359,6.573930421520415e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012753425017749,0.1890728128533486,0.3122485471613767,0.3209261353177836,0.1756554208630255,0.00082174130269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492190170659233,0.199183517841647,0.4712324804754264,0.2561926424570721,0.0241723421599305,0.0,0.0,0.0,0.0,0.0,0.273568038259408,0.056196229364476574,0.24255524587928506,0.04233560272900545,0.8817529666045991,0.019818834707042456,0.18688945850261435,0.007387358913805049,0.9942225500114537,0.0011879916035640046,0.03498224277112178,0.0027538782731134784,5.312210857889136,0.12494064298617742,23.676608505795443,0.006754665936911367,0.003944358252912251,0.01602066843724526,0.009157485077177943,0.12234084514449499,0.316482158352836,0.2884837886875805,0.07962344526545531,0.05187488495621762,0.08527045149754135,0.026801914328538748,2.557477399177303,0.21572750382945236,0.316482158352836,2.7107019988532866
