fruit,category,image,relative_path,processed_path,mask_path,enh_glcm_d1_contrast_mean,enh_glcm_d1_contrast_dir_std,enh_glcm_d1_dissimilarity_mean,enh_glcm_d1_dissimilarity_dir_std,enh_glcm_d1_homogeneity_mean,enh_glcm_d1_homogeneity_dir_std,enh_glcm_d1_energy_mean,enh_glcm_d1_energy_dir_std,enh_glcm_d1_correlation_mean,enh_glcm_d1_correlation_dir_std,enh_glcm_d1_asm_mean,enh_glcm_d1_asm_dir_std,enh_glcm_d1_entropy_mean,enh_glcm_d1_entropy_dir_std,enh_glcm_d1_variance_mean,enh_glcm_d1_variance_dir_std,enh_glcm_d2_contrast_mean,enh_glcm_d2_contrast_dir_std,enh_glcm_d2_dissimilarity_mean,enh_glcm_d2_dissimilarity_dir_std,enh_glcm_d2_homogeneity_mean,enh_glcm_d2_homogeneity_dir_std,enh_glcm_d2_energy_mean,enh_glcm_d2_energy_dir_std,enh_glcm_d2_correlation_mean,enh_glcm_d2_correlation_dir_std,enh_glcm_d2_asm_mean,enh_glcm_d2_asm_dir_std,enh_glcm_d2_entropy_mean,enh_glcm_d2_entropy_dir_std,enh_glcm_d2_variance_mean,enh_glcm_d2_variance_dir_std,enh_glcm_d3_contrast_mean,enh_glcm_d3_contrast_dir_std,enh_glcm_d3_dissimilarity_mean,enh_glcm_d3_dissimilarity_dir_std,enh_glcm_d3_homogeneity_mean,enh_glcm_d3_homogeneity_dir_std,enh_glcm_d3_energy_mean,enh_glcm_d3_energy_dir_std,enh_glcm_d3_correlation_mean,enh_glcm_d3_correlation_dir_std,enh_glcm_d3_asm_mean,enh_glcm_d3_asm_dir_std,enh_glcm_d3_entropy_mean,enh_glcm_d3_entropy_dir_std,enh_glcm_d3_variance_mean,enh_glcm_d3_variance_dir_std,enh_lbp_p8r1_bin_0,enh_lbp_p8r1_bin_1,enh_lbp_p8r1_bin_2,enh_lbp_p8r1_bin_3,enh_lbp_p8r1_bin_4,enh_lbp_p8r1_bin_5,enh_lbp_p8r1_bin_6,enh_lbp_p8r1_bin_7,enh_lbp_p8r1_bin_8,enh_lbp_p8r1_bin_9,enh_lbp_p8r1_entropy,enh_lbp_p8r1_energy,enh_lbp_p8r1_dominant,enh_lbp_p8r1_bin_variance,enh_lbp_p16r2_bin_0,enh_lbp_p16r2_bin_1,enh_lbp_p16r2_bin_2,enh_lbp_p16r2_bin_3,enh_lbp_p16r2_bin_4,enh_lbp_p16r2_bin_5,enh_lbp_p16r2_bin_6,enh_lbp_p16r2_bin_7,enh_lbp_p16r2_bin_8,enh_lbp_p16r2_bin_9,enh_lbp_p16r2_bin_10,enh_lbp_p16r2_bin_11,enh_lbp_p16r2_bin_12,enh_lbp_p16r2_bin_13,enh_lbp_p16r2_bin_14,enh_lbp_p16r2_bin_15,enh_lbp_p16r2_bin_16,enh_lbp_p16r2_bin_17,enh_lbp_p16r2_entropy,enh_lbp_p16r2_energy,enh_lbp_p16r2_dominant,enh_lbp_p16r2_bin_variance
Apple,Overripe,Apple_Overripe_001.jpg,Apple/Overripe/Apple_Overripe_001.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_001.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_001_mask.png,0.4541637091436561,0.10939529936050393,0.3189681355738506,0.05469049076792056,0.8527415138598324,0.022533245448678886,0.16645770866913323,0.006055010142794865,0.9946261973273383,0.001297395380524388,0.027744831923207383,0.002030206951936153,5.716317657459502,0.13779614384205416,42.26357994871965,0.029624498160642648,0.6986739337316337,0.17191052547699748,0.43737274891404626,0.07637089000680536,0.804855740623627,0.029896143359735373,0.15473401862173564,0.006675385565878751,0.991726942546397,0.002037757932727262,0.02398717729128477,0.002046559990402888,5.9821007717686046,0.15325918688290835,42.22815582591778,0.01289591945223862,1.4725424209841735,0.18982465150078442,0.7100819989192261,0.0547804145629769,0.7099518996748231,0.01685085912803035,0.13545597696677938,0.002885138554945154,0.9825333838487087,0.002253585764793496,0.018356645720505896,0.0007736832184379364,6.464369886264739,0.07898635845376709,42.15351979410784,0.034244823639328584,0.005803743897727672,0.016822955080251466,0.012415270607241949,0.11912162399466161,0.3150967583324553,0.2551276648052541,0.06655427949285288,0.048993783584448426,0.1305447265830787,0.029519193622027887,2.621137770936191,0.20378005934832114,0.3150967583324553,3.2271607599993164,0.0069890773715449725,0.004829136374811225,0.005136445053208302,0.00891195167351526,0.012959645980402487,0.02875531205001229,0.06056615038808696,0.15406701085238647,0.20807431601868437,0.17417377866750958,0.0824026270501879,0.05280441119657219,0.022538896498437117,0.017139044006602745,0.015822006813472414,0.010668001264355706,0.06810838338074668,0.06605380535946336,3.4187287034219347,0.12195536938506536,0.20807431601868437,12.553200156982065
Apple,Overripe,Apple_Overripe_002.jpg,Apple/Overripe/Apple_Overripe_002.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_002.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_002_mask.png,0.22609345129475472,0.0433729375838847,0.20527039414945264,0.03479097306553345,0.8993382516576713,0.016580951942728933,0.21386543513079456,0.007128500292977024,0.9929149546344285,0.0013577660300246688,0.04578923986011106,0.0030487301132256276,4.924567790106693,0.11103471817628831,15.955006974390761,0.005872108505802152,0.32524316243726825,0.05887203353302991,0.2816548742224129,0.04382001613704248,0.863335429233798,0.020456437516232977,0.19896271758330245,0.008061829916741287,0.9898115654191609,0.0018413910460428108,0.03965115608973943,0.0032059117488981866,5.14809738252235,0.11872313095186603,15.960668134552336,0.008068873920297459,0.6095096194444388,0.03859829461481673,0.4567908690418895,0.020375295179914005,0.7861465466226861,0.008627335747781361,0.17169328720582128,0.002452001567292519,0.9809207308170693,0.0012047767082979748,0.02948459718322664,0.0008427187154030779,5.573466791860751,0.04136801495284913,15.972922451741951,0.007096915497690773,0.0036458602678802296,0.016076692351450587,0.007362827739566634,0.11841288721104617,0.281416455499819,0.29021435589801936,0.07895485338987433,0.058896157625277966,0.1187167089000362,0.02630320111702953,2.607603385796846,0.20225531083731538,0.29021435589801936,2.972306028866866,0.006302683973729121,0.004919325645136267,0.005307183120442675,0.010039044319180845,0.013859440450948958,0.029477168123286962,0.06075787350674872,0.1624993535708745,0.1970703832031856,0.1713618968816259,0.09020918446501526,0.06002094430366654,0.025197807312406267,0.019483373842891866,0.01619304959404251,0.010582044784609815,0.04669157573563634,0.07002766716657186,3.4373152211803877,0.11976596847355694,0.1970703832031856,11.986788753091442
Apple,Overripe,Apple_Overripe_003.jpg,Apple/Overripe/Apple_Overripe_003.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_003.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_003_mask.png,0.755452285602581,0.25833485849662646,0.30587440616817396,0.07466213269108389,0.8755955214083698,0.026094049600266584,0.26920053594583637,0.005776366035864638,0.9928184589304339,0.0024594594037526314,0.07250229495810583,0.00313806190450739,5.300753013914995,0.18015388352254916,52.61100277128376,0.04163027660161131,1.197505997140248,0.4368596531846797,0.42016442176465785,0.10126272605973748,0.8372689472774426,0.03220721356835672,0.26147198226747753,0.005984304012726903,0.9886061559653367,0.004167587371807077,0.06840340940540082,0.003089335865011741,5.536788256692142,0.17991353155351875,52.565334955278715,0.04271344115135762,2.671316633103296,0.7188649906399464,0.7014030803795466,0.1283564314258246,0.7575989203156475,0.034961171804026116,0.24588618162430959,0.0064677045612401545,0.9745247175137881,0.0068837512801793,0.06050184551607444,0.003192440497301043,5.98407422260161,0.18252355064911185,52.44719068739731,0.06779487524073508,0.005563726438828037,0.01970042961644154,0.010304988969307581,0.10878778495955413,0.26244339513101367,0.2532414754034911,0.06694856213956729,0.0601559778612068,0.1752235166621512,0.037630142818438676,2.7011904321334916,0.18558797753043338,0.26244339513101367,3.670840369229765,0.007915005612106668,0.007479583542980996,0.0076150481867089835,0.01104036846383094,0.014901110810078569,0.029763517436234857,0.0527731547780315,0.12574021751751363,0.17212718194836862,0.15195262607887913,0.07416689244107288,0.058007895653520145,0.03244378217285288,0.025206099779386152,0.021219568835391105,0.013817393660254673,0.09613151681696791,0.09769903626582034,3.591778742297967,0.10270050679860929,0.17212718194836862,15.87024989300848
Apple,Overripe,Apple_Overripe_004.jpg,Apple/Overripe/Apple_Overripe_004.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_004.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_004_mask.png,0.7867717305980713,0.2975896415340271,0.3390180522792905,0.07712763706353784,0.8622212315126135,0.025196061199287075,0.28619141647576907,0.004921371394212737,0.9927490403878276,0.0027447317384564256,0.08192974676080687,0.0028286403537214158,5.2660772687690365,0.16621347182541535,54.26011412716238,0.021374514736405496,1.3091286388800365,0.5378966095238609,0.46840430512163184,0.1081836396669115,0.8204038550453409,0.031536873881971156,0.27874283692503776,0.005092451428056692,0.9879295961184018,0.004963959609436719,0.07772350219856532,0.0028156724691351526,5.511005857158025,0.17486939084946312,54.23550893275744,0.01742674175515422,3.026815160846208,0.9807972657890858,0.7785259729604488,0.12954894545939097,0.73622336940253,0.02905704185203272,0.26399598162055427,0.005085127550586044,0.9720581407774195,0.009066876198457674,0.06971973683400573,0.0026845659608598104,5.965224318902132,0.15411743344945736,54.171588649908074,0.029481103078938496,0.006717741631128052,0.01918141676416198,0.01253915537608031,0.11179567498207345,0.27102124768841757,0.24186700381175227,0.06609238781748877,0.05609125561384307,0.1771238253387176,0.03757029097633694,2.708594664469653,0.1853195313458287,0.27102124768841757,3.7443436367948126,0.009406725289655433,0.0076895497603502285,0.0078122051553006,0.011237121183530211,0.01610559686002189,0.03139034607691437,0.05502509718081292,0.1236743782314979,0.16221647733705702,0.14440313997811072,0.0754896780767634,0.061308827414424276,0.03220175868966298,0.025068875721779824,0.02183266030116617,0.01423746084462392,0.10060572895044723,0.10029437294788089,3.6245330704108127,0.09905193857852124,0.16221647733705702,16.420427906020944
Apple,Overripe,Apple_Overripe_005.jpg,Apple/Overripe/Apple_Overripe_005.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_005.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_005_mask.png,0.8299359876510981,0.3050924618326549,0.3415178157077095,0.08005499457612227,0.8616085699194045,0.026298373871917722,0.27830441315385335,0.004967971727463005,0.9932045794637357,0.002500823105939139,0.07747802712399555,0.0027718922082969433,5.340383721790568,0.1715041730247069,61.07939276043508,0.03933739088199548,1.3541776640186303,0.5949293838247114,0.4713293211778072,0.1097904550490447,0.8191910338574113,0.031848426211886056,0.2710126121524458,0.00498916688298414,0.9889042284408455,0.004881273405799737,0.0734727277318783,0.002686852045838497,5.58706690450059,0.1761320109471232,61.03499833571008,0.030014425128447708,3.1123837081414747,1.0530049765161134,0.7827829324707278,0.13534350024571917,0.7355782413905739,0.03021390714700754,0.25670224915515283,0.004943937074144276,0.9744467437851557,0.008661750669995732,0.06592048723510725,0.002540054296232705,6.041232022909748,0.15929014168459524,60.91604998533464,0.0519109416476822,0.006441993923708788,0.019897978320393084,0.012040058512433892,0.11333970968830877,0.2748959153820187,0.2360657889801583,0.06320093019766701,0.05327069502269232,0.1833108285510671,0.03753610142155208,2.6995223339090044,0.1865670459487663,0.2748959153820187,3.7941498683019486,0.009742695322756085,0.00847680132028056,0.0079235587562357,0.011796256704549717,0.014656239450883313,0.03059712688946401,0.05177037620494355,0.12320430591500695,0.17437455459285098,0.14038295637823037,0.07241851393421102,0.05632759461385545,0.0306252578672968,0.02387382318742733,0.0210982333745921,0.01421552079816961,0.11025467911931286,0.09826150556993361,3.6028837284455753,0.1018767719925676,0.17437455459285098,16.67967893819878
Apple,Overripe,Apple_Overripe_006.jpg,Apple/Overripe/Apple_Overripe_006.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_006.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_006_mask.png,0.4982950629714443,0.1459990263749687,0.2790493124329944,0.06052260082085307,0.876770208508457,0.023983956727246507,0.21607685616903918,0.007293611994450739,0.9909452808482793,0.0026704748119331595,0.04674240454782125,0.0031793076814271505,5.179013155491095,0.15662205686865943,27.536580860041074,0.07112082970821487,0.7267077198567926,0.20606953424487404,0.37560695106180697,0.07763457689510783,0.8378630189172456,0.030129413174809508,0.20486921384982684,0.008011255835754265,0.9867735741124708,0.0037703395850973995,0.04203557500351198,0.0032311766200897526,5.40466669451736,0.1588668414080485,27.481766808645077,0.04722490142553803,1.4026750911501733,0.30829717307701343,0.595166604044073,0.08870028869248399,0.758423014005818,0.02976264374312876,0.18526083984725777,0.00673750874938094,0.9744021611624221,0.005681787097194856,0.034366972805059265,0.0024908571427206673,5.818050564870702,0.1424115638546011,27.412170891689286,0.0656041222304451,0.005312633148700468,0.01951959948870899,0.010758414997869621,0.11852897315722198,0.27596399659139326,0.2526230293992331,0.07064870046868342,0.05929111631870473,0.15300117170856412,0.03435236472092033,2.6932785437938094,0.18764474106202897,0.27596399659139326,3.50808070215919,0.009853003834682574,0.006311248402215594,0.008468257349808266,0.01292873881550916,0.017708777162334894,0.03330048998721773,0.057866425223689816,0.13426714955262037,0.17266723476778867,0.15105720068172135,0.08042181508308478,0.06056934384320409,0.03208883681295271,0.023900191734128676,0.019492969748615252,0.01318172134639966,0.07988922028121005,0.08602737537281636,3.6081770093741543,0.10188069993588439,0.17266723476778867,15.167713892494865
Apple,Overripe,Apple_Overripe_007.jpg,Apple/Overripe/Apple_Overripe_007.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_007.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_007_mask.png,0.3393968880169002,0.08826205548065176,0.2372702096445795,0.04374584510384395,0.8907560194696633,0.017829451882734493,0.2712785753585218,0.006952476777614903,0.9862019633439494,0.0036119421674477067,0.07364040238189243,0.0037954959991369215,4.5469635652216525,0.12173794605930734,12.305449065191675,0.028451984190023576,0.5169490879119345,0.16731857827528115,0.3217719876689238,0.062057195329528796,0.8565812637131925,0.022637415259814456,0.257960987131217,0.008246052465127671,0.9789521763247803,0.006815962932085571,0.06661186826296954,0.004210375071875456,4.758745531443966,0.1340646099172202,12.280875701265495,0.008695878498587818,1.0478064742476165,0.255230812310581,0.5136961918024087,0.06088027584727563,0.7878555624869888,0.016265486983438562,0.23266521848844193,0.005149212841502143,0.9573014580911738,0.010426591119594946,0.05415961828716151,0.00237957817108959,5.15113864788943,0.09510029824843194,12.271053830260438,0.02734513081195747,0.0061043629152206244,0.019382126921170053,0.011697446703024294,0.11849281110560238,0.22203458106098165,0.2541057263262271,0.076165096678235,0.07379462072384729,0.1853929102627665,0.032830317302925134,2.752161328903682,0.17515451088206246,0.2541057263262271,3.7336332598529136,0.008784705007436788,0.005949429846306396,0.006615642042637581,0.012441125433812593,0.0166398116013882,0.032350024789291026,0.059106965790778385,0.13369174516608825,0.15711762518591968,0.14058626673277144,0.08295116509667823,0.06717897868120971,0.03210213187902826,0.026044248884481903,0.024138572136836886,0.015214427367377293,0.08797099652949926,0.09111613782845811,3.6367723200490323,0.09741004218849743,0.15711762518591968,15.539715773902433
Apple,Overripe,Apple_Overripe_008.jpg,Apple/Overripe/Apple_Overripe_008.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_008.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_008_mask.png,0.5501408792915081,0.1465397073231894,0.3137095418949219,0.05514500957730987,0.860370254027695,0.021848726708650915,0.2088506618256432,0.008142723878615941,0.9872801194057229,0.0034300036173954213,0.04368490289717256,0.0034005770249714053,5.357463838899394,0.1359272801631782,21.649080574546907,0.09074811994268078,0.8039436756382982,0.17446016601539868,0.42335501707223777,0.060430334367958395,0.8159548094892517,0.024374609496221045,0.19281259049009247,0.008421749313884772,0.9813824959435071,0.004038101667577846,0.03724762091300601,0.003245001413425311,5.615607272804979,0.13176603137491033,21.590182451194266,0.035425018217280245,1.5586626565735142,0.2265655082030487,0.6728299319301182,0.03517971010586107,0.7251390060343903,0.012253320121449139,0.1646901071128959,0.0031601507475980707,0.9638120959691283,0.00526912429734366,0.02713281793360467,0.0010451554638699803,6.088336789196342,0.05104899408301982,21.536805448784563,0.04046250714533046,0.006841129198433958,0.02091489800123635,0.013641046775190603,0.12174943334020194,0.30224603338141354,0.2731609313826499,0.08551411498042448,0.05579023284566248,0.08160931382649907,0.038532866268287655,2.6651541647318187,0.2000328716394706,0.30224603338141354,3.065596760183136,0.009942303729651762,0.00665567690088605,0.007706573253657531,0.01231197197609726,0.016577374819699155,0.03275293632804451,0.06084895940655265,0.14594065526478467,0.19494127343910983,0.1691840098907892,0.09186070471873069,0.06067381001442407,0.02967236760766536,0.020719142798269113,0.01424891819493097,0.009282917782814754,0.029116010715021637,0.0875643931588708,3.4849658773949117,0.11556218940285568,0.19494127343910983,12.902358750096436
Apple,Overripe,Apple_Overripe_009.jpg,Apple/Overripe/Apple_Overripe_009.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_009.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_009_mask.png,0.16636581950612922,0.03353493202947979,0.11992710520310715,0.017381532013192685,0.9441571836148683,0.00741983177139681,0.3941374188543358,0.003499530065420434,0.9946973869241458,0.001080167748754791,0.15535655165183687,0.00275886941297664,3.634592504693713,0.057660534324416965,15.694244754596362,0.03496947274677943,0.25903132335288065,0.05975514896587599,0.1659511816873445,0.029571260567109986,0.9249003846800006,0.012408062093808053,0.386314228835131,0.004423599164933637,0.991728117350877,0.0019091389129237367,0.14925825163005396,0.0034165057239085674,3.77341992934322,0.08387761711705392,15.657767695802123,0.0034462781538412467,0.5109928613308222,0.03495156182979493,0.2672805807511689,0.01534297363911052,0.8843659754380341,0.006171930724808726,0.36968107638011966,0.001400536875797376,0.98367152070298,0.0011527975122232507,0.13666605973710433,0.001033862838248647,4.032219098043617,0.032861746419853066,15.649753864902253,0.03614780099721339,0.0014411067699993596,0.008882822007301608,0.0011288669698328315,0.09442051495548581,0.15331774803048742,0.24063280599500417,0.03632389675270608,0.07223947992057901,0.37968359700249793,0.01192916159610581,2.370264401446166,0.24124787514643825,0.37968359700249793,3.693608037350703,0.003098379555498623,0.0020335617754435407,0.0031223980016652788,0.0058324793441362965,0.006989367834496893,0.018145936078908603,0.03779702811759431,0.11801463523986422,0.1550670915262922,0.13188528790110804,0.07233555370524562,0.06705950169730353,0.023293889707295203,0.022485268686351118,0.0265523922372382,0.019707135079741242,0.23899154550694934,0.04758854800486774,3.35135959461851,0.12848386141226417,0.23899154550694934,15.382551396202572
Apple,Overripe,Apple_Overripe_010.jpg,Apple/Overripe/Apple_Overripe_010.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_010.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_010_mask.png,0.273568038259408,0.056196229364476574,0.24255524587928506,0.04233560272900545,0.8817529666045991,0.019818834707042456,0.18688945850261435,0.007387358913805049,0.9942225500114537,0.0011879916035640046,0.03498224277112178,0.0027538782731134784,5.312210857889136,0.12494064298617742,23.676608505795443,0.006754665936911367,0.40271573652135684,0.07916868756983378,0.3341790824364826,0.05469573747667813,0.8395739312893976,0.02497382017738576,0.17189804720247093,0.008438844202114779,0.9914935865668721,0.001672680601176036,0.029620152723490487,0.0029047670963729968,5.558472582645923,0.13566933473172768,23.67141004693851,0.007358472381827892,0.7929536675315116,0.07595697650468164,0.545319377617225,0.03516402235380463,0.7507558185353077,0.013602621899692406,0.14574856238576744,0.0033409320797130604,0.9832425959437718,0.001606796195163675,0.021253805264679196,0.0009793329816309621,6.020741494307514,0.06820538364350276,23.659948548248067,0.014909344795917255,0.003944358252912251,0.01602066843724526,0.009157485077177943,0.12234084514449499,0.316482158352836,0.2884837886875805,0.07962344526545531,0.05187488495621762,0.08527045149754135,0.026801914328538748,2.557477399177303,0.21572750382945236,0.316482158352836,2.7107019988532866,0.006541060769412817,0.004838412790239028,0.005114517867942886,0.00973599095427174,0.01364747955507639,0.03078571616398012,0.06598253964080045,0.17172421047095637,0.2148097504536012,0.17528728075942043,0.08851139919535092,0.05542480738383865,0.02386336743011912,0.017072497304688527,0.01272055536564201,0.007770385758237135,0.030673959346814272,0.06549606878960793,3.3561386534159237,0.12925284299335296,0.2148097504536012,10.858181654840347
